sim_number,tick,sim_time_s,timestamp_utc,total_active_isls,links_up,links_down,sum_configured_delay_ms,Sat1_alt,Sat1_x,Sat1_y,Sat1_speed,Sat1_degree,Sat2_alt,Sat2_x,Sat2_y,Sat2_speed,Sat2_degree,Sat3_alt,Sat3_x,Sat3_y,Sat3_speed,Sat3_degree,Sat4_alt,Sat4_x,Sat4_y,Sat4_speed,Sat4_degree,Sat5_alt,Sat5_x,Sat5_y,Sat5_speed,Sat5_degree,Sat6_alt,Sat6_x,Sat6_y,Sat6_speed,Sat6_degree,link_Sat4-Sat2_delay_ms,link_Sat4-Sat2_status,link_Sat4-Sat2_ospf_cost,link_Sat2-Sat1_delay_ms,link_Sat2-Sat1_status,link_Sat2-Sat1_ospf_cost,link_Sat1-Sat3_delay_ms,link_Sat1-Sat3_status,link_Sat1-Sat3_ospf_cost,link_Sat3-Sat6_delay_ms,link_Sat3-Sat6_status,link_Sat3-Sat6_ospf_cost,link_Sat4-Sat5_delay_ms,link_Sat4-Sat5_status,link_Sat4-Sat5_ospf_cost,link_Sat5-Sat6_delay_ms,link_Sat5-Sat6_status,link_Sat5-Sat6_ospf_cost,link_Sat2-Sat5_delay_ms,link_Sat2-Sat5_status,link_Sat2-Sat5_ospf_cost,link_Sat5-Sat3_delay_ms,link_Sat5-Sat3_status,link_Sat5-Sat3_ospf_cost,link_Sat2-Sat3_delay_ms,link_Sat2-Sat3_status,link_Sat2-Sat3_ospf_cost,link_Sat3-Sat5_delay_ms,link_Sat3-Sat5_status,link_Sat3-Sat5_ospf_cost,e2e_reachable,e2e_rtt_min_ms,e2e_rtt_avg_ms,e2e_rtt_max_ms,e2e_rtt_mdev_ms,e2e_packet_loss_pct,e2e_hop_count,e2e_path,pred_Sat1-Sat2_delay_ms,pred_Sat1-Sat3_delay_ms,pred_Sat2-Sat3_delay_ms,pred_Sat2-Sat4_delay_ms,pred_Sat2-Sat5_delay_ms,pred_Sat3-Sat5_delay_ms,pred_Sat3-Sat6_delay_ms,pred_Sat4-Sat5_delay_ms,pred_Sat5-Sat6_delay_ms,ai_path,ai_path_cost_ms,ospf_path,ospf_path_cost_ms
4,2,2.0,2026-03-15T20:07:02.699197Z,7,18,0,3243.3,15.0,0.0,324.0,28.41,0,10.0,204.337621,77.5,50.28,3,10.0,239.399798,77.5,50.28,3,5.0,194.0,193.080904,91.38,3,5.0,130.0,246.531337,91.38,4,5.0,150.1664,130.0,91.38,3,66.3,1,663,120.0,1,1200,120.0,1,1200.0,341.0,1,3410,45.8,1,458,45.9,1,459,343.0,1,3430,350.0,1,3500,451.0,1,4510.0,70.0,1,700,1,3054.521,3581.608,4108.695,527.087,33.3333,4,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,110.66,110.62,88.99,68.18,68.81,69.22,67.34,46.24,46.82,Sat4→Sat5→Sat6,91.7,Sat4→Sat5→Sat6,91.7
4,3,3.0,2026-03-15T20:07:10.905413Z,7,18,0,3302.9,15.0,0.0,324.0,28.41,0,10.0,154.053563,77.5,50.28,3,10.0,189.11574,77.5,50.28,3,5.0,165.700006,130.0,91.38,3,5.0,194.0,178.087765,91.38,4,5.0,201.214499,258.0,91.38,2,321.0,1,3210,120.0,1,1200,120.0,1,1200.0,331.0,1,3310,42.0,1,420,215.0,1,2150,63.9,1,639,328.0,1,3280,86.8,1,868.0,65.6,1,656,1,358.322,365.076,371.182,5.27,0.0,7,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.35,110.66,90.44,65.8,69.1,68.62,67.84,48.28,46.25,Sat4→Sat5→Sat6,257.0,Sat4→Sat5→Sat6,257.0
4,4,4.0,2026-03-15T20:07:18.065347Z,7,18,0,2060.1,15.0,324.0,324.0,28.41,0,10.0,103.769505,77.5,50.28,3,10.0,138.831682,77.5,50.28,3,5.0,130.0,249.680893,91.38,3,5.0,150.706866,130.0,91.38,4,5.0,194.0,159.404603,91.38,3,66.1,1,661,120.0,1,1200,120.0,1,1200.0,63.5,1,635,46.1,1,461,42.0,1,420,308.0,1,3080,63.2,1,632,83.3,1,833.0,63.2,1,632,1,178.956,182.153,187.759,3.976,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.47,110.43,89.06,64.96,65.42,65.39,69.01,45.43,49.06,Sat4→Sat5→Sat6,88.1,Sat4→Sat5→Sat6,88.1
4,5,5.0,2026-03-15T20:07:25.026257Z,7,18,0,3537.8,15.0,324.0,324.0,28.41,0,10.0,77.5,270.514553,50.28,3,10.0,88.547624,77.5,50.28,3,5.0,194.0,174.938209,91.38,3,5.0,200.674032,258.0,91.38,4,5.0,132.023704,130.0,91.38,3,348.0,1,3480,120.0,1,1200,120.0,1,1200.0,60.6,1,606,43.0,1,430,214.0,1,2140,350.0,1,3500,315.0,1,3150,448.0,1,4480.0,62.9,1,629,1,353.096,362.604,378.912,11.583,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.79,110.64,89.14,69.1,65.38,65.23,65.53,46.35,43.75,Sat4→Sat5→Sat6,257.0,Sat4→Sat5→Sat3→Sat6,418.6
4,6,6.0,2026-03-15T20:07:32.214618Z,9,18,0,1833.3,15.0,324.0,324.0,28.41,2,10.0,77.5,320.798611,50.28,4,10.0,77.5,285.736434,50.28,4,5.0,147.55731,130.0,91.38,3,5.0,194.0,159.945069,91.38,4,5.0,219.357194,258.0,91.38,2,72.2,1,722,112.0,1,1120,110.0,1,1100.0,70.6,1,706,210.0,1,2100,42.6,1,426,72.3,1,723,70.6,1,706,96.0,1,960.0,70.6,1,706,1,332.383,336.259,342.738,4.61,0.0,5,10.0.4.2|10.5.2.2|10.5.3.2|10.5.6.2|10.0.6.1,108.94,109.28,91.17,68.49,69.42,69.27,65.5,49.24,47.94,Sat4→Sat5→Sat6,252.6,Sat4→Sat2→Sat5→Sat6,187.1
4,7,7.0,2026-03-15T20:07:37.677614Z,9,18,0,2532.4,15.0,324.0,324.0,28.41,2,10.0,77.5,324.0,50.28,4,10.0,77.5,324.0,50.28,4,5.0,203.823588,258.0,91.38,3,5.0,132.56417,130.0,91.38,4,5.0,194.0,141.261907,91.38,3,72.6,1,726,112.0,1,1120,112.0,1,1120.0,72.6,1,726,42.7,1,427,42.6,1,426,362.0,1,3620,72.3,1,723,97.4,1,974.0,72.3,1,723,1,277.075,282.509,290.901,6.019,0.0,4,10.0.4.2|10.4.5.2|10.6.3.1|10.0.6.1,108.44,109.2,89.47,67.71,67.67,68.46,69.48,44.75,49.03,Sat4→Sat5→Sat6,85.3,Sat4→Sat5→Sat6,85.3
4,8,8.0,2026-03-15T20:07:43.046691Z,9,18,0,2583.9,15.0,324.0,324.0,28.41,2,10.0,252.366727,324.0,50.28,4,10.0,77.5,324.0,50.28,4,5.0,194.0,156.795513,91.38,3,5.0,218.816728,258.0,91.38,4,5.0,130.0,210.118991,91.38,3,64.0,1,640,104.0,1,1040,112.0,1,1120.0,365.0,1,3650,42.7,1,427,44.5,1,445,64.1,1,641,362.0,1,3620,92.8,1,928.0,72.5,1,725,1,177.22,182.877,187.319,4.211,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.51,108.43,89.48,69.77,67.85,68.01,68.22,47.97,44.58,Sat4→Sat5→Sat6,87.2,Sat4→Sat5→Sat6,87.2
4,9,9.0,2026-03-15T20:07:50.031416Z,9,18,0,1507.6,15.0,324.0,324.0,28.41,2,10.0,302.650785,324.0,50.28,4,10.0,267.588607,324.0,50.28,4,5.0,130.0,194.585385,91.38,3,5.0,194.0,141.802373,91.38,4,5.0,237.49989,258.0,91.38,2,63.4,1,634,101.0,1,1010,103.0,1,1030.0,63.0,1,630,44.2,1,442,42.8,1,428,62.8,1,628,63.8,1,638,83.0,1,830.0,63.8,1,638,1,178.742,180.157,181.263,1.052,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.21,108.5,91.37,70.04,67.97,70.33,66.77,49.14,48.41,Sat4→Sat5→Sat6,87.0,Sat4→Sat5→Sat6,87.0
4,10,10.0,2026-03-15T20:07:57.011235Z,7,18,0,1898.4,15.0,324.0,324.0,28.41,2,10.0,324.0,324.0,50.28,3,10.0,317.872665,324.0,50.28,3,5.0,221.966284,258.0,91.38,3,5.0,130.0,209.578525,91.38,3,5.0,187.119212,130.0,91.38,2,61.8,1,618,500.0,1,5000,100.0,1,1000.0,63.0,1,630,44.4,1,444,44.9,1,449,62.8,1,628,320.0,1,3200,80.3,1,803.0,64.0,1,640,1,182.18,186.137,192.505,4.546,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.62,108.21,89.23,69.96,69.9,70.63,68.38,45.53,48.41,Sat4→Sat5→Sat6,89.3,Sat4→Sat5→Sat6,89.3
4,11,11.0,2026-03-15T20:08:04.001201Z,8,18,0,2057.7,15.0,324.0,324.0,28.41,2,10.0,324.0,324.0,50.28,3,10.0,324.0,324.0,50.28,4,5.0,194.0,138.652818,91.38,2,5.0,236.959424,258.0,91.38,4,5.0,130.0,228.261687,91.38,3,61.8,1,618,500.0,1,5000,100.0,1,1000.0,64.9,1,649,43.0,1,430,225.0,1,2250,61.1,1,611,61.1,1,611,80.0,1,800.0,61.1,1,611,1,354.975,361.906,372.406,7.55,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.52,109.62,89.61,67.95,69.68,69.99,70.09,48.73,44.56,Sat4→Sat5→Sat6,268.0,Sat4→Sat5→Sat3→Sat6,169.0
4,12,12.0,2026-03-15T20:08:11.191435Z,9,18,0,2387.0,15.0,324.0,324.0,28.41,2,10.0,246.5,208.497041,50.28,4,10.0,246.5,243.559219,50.28,4,5.0,130.0,212.728081,91.38,3,5.0,187.659678,130.0,91.38,4,5.0,255.642585,258.0,91.38,2,323.0,1,3230,102.0,1,1020,501.0,1,5010.0,301.0,1,3010,45.0,1,450,42.9,1,429,63.5,1,635,62.9,1,629,81.9,1,819.0,62.9,1,629,1,182.715,188.342,192.121,4.056,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.52,109.52,89.46,69.92,67.36,67.66,69.52,48.52,49.46,Sat4→Sat5→Sat6,87.9,Sat4→Sat5→Sat6,87.9
4,13,13.0,2026-03-15T20:08:18.193416Z,9,18,0,2427.2,15.0,324.0,324.0,28.41,2,10.0,246.5,158.212983,50.28,4,10.0,246.5,193.275161,50.28,4,5.0,240.10898,258.0,91.38,3,5.0,130.0,227.721221,91.38,4,5.0,168.976516,130.0,91.38,3,64.5,1,645,104.0,1,1040,103.0,1,1030.0,63.3,1,633,225.0,1,2250,45.3,1,453,66.6,1,666,328.0,1,3280,85.2,1,852.0,65.6,1,656,1,452.365,455.932,462.492,4.644,0.0,7,10.0.4.2|10.4.2.2|10.4.5.2|10.5.6.2|10.0.6.1,110.4,110.15,90.09,67.26,67.96,69.42,70.86,45.14,49.61,Sat4→Sat5→Sat6,270.3,Sat4→Sat2→Sat5→Sat6,176.4
4,14,14.0,2026-03-15T20:08:25.466535Z,9,18,0,2388.2,15.0,324.0,324.0,28.41,2,10.0,246.5,107.928926,50.28,4,10.0,246.5,142.991103,50.28,4,5.0,184.510122,130.0,91.38,3,5.0,255.102119,258.0,91.38,4,5.0,130.0,246.404382,91.38,2,337.0,1,3370,107.0,1,1070,105.0,1,1050.0,67.8,1,678,42.7,1,427,229.0,1,2290,66.9,1,669,65.2,1,652,88.6,1,886.0,65.2,1,652,1,517.025,534.243,544.702,12.268,0.0,5,10.0.4.2|10.4.5.2|10.5.3.2|10.6.3.1|10.0.6.1,110.73,110.27,89.06,69.1,68.37,68.41,69.5,49.57,46.25,Sat4→Sat5→Sat6,271.7,Sat4→Sat5→Sat3→Sat6,175.7
4,15,15.0,2026-03-15T20:08:31.348540Z,8,18,0,2237.7,15.0,324.0,324.0,28.41,1,10.0,226.644868,77.5,50.28,3,10.0,246.5,92.707045,50.28,4,5.0,130.0,230.870777,91.38,3,5.0,169.516982,130.0,91.38,4,5.0,194.0,178.214719,91.38,3,69.0,1,690,107.0,1,1070,108.0,1,1080.0,67.7,1,677,45.4,1,454,42.1,1,421,339.0,1,3390,340.0,1,3400,454.0,1,4540.0,67.9,1,679,1,183.111,184.988,187.126,1.649,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.37,110.48,88.85,68.75,68.47,68.39,68.32,49.65,50.3,Sat4→Sat5→Sat6,87.5,Sat4→Sat5→Sat6,87.5
4,16,16.0,2026-03-15T20:08:36.513300Z,7,18,0,1326.4,15.0,324.0,306.010491,28.41,0,10.0,176.36081,77.5,50.28,3,10.0,211.422987,77.5,50.28,3,5.0,194.0,193.748325,91.38,3,5.0,130.0,245.863916,91.38,4,5.0,150.83382,130.0,91.38,3,64.9,1,649,107.0,1,1070,108.0,1,1080.0,66.8,1,668,45.8,1,458,45.9,1,459,67.6,1,676,68.9,1,689,88.3,1,883.0,68.9,1,689,1,191.187,192.792,195.626,2.009,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.15,109.18,89.59,68.53,66.54,68.81,67.06,46.24,46.82,Sat4→Sat5→Sat6,91.7,Sat4→Sat5→Sat6,91.7
4,17,17.0,2026-03-15T20:08:43.498211Z,7,18,0,2465.8,15.0,324.0,277.600761,28.41,0,10.0,126.076752,77.5,50.28,3,10.0,161.138929,77.5,50.28,3,5.0,166.367426,130.0,91.38,3,5.0,194.0,178.755185,91.38,4,5.0,200.547078,258.0,91.38,2,63.0,1,630,107.0,1,1070,108.0,1,1080.0,65.1,1,651,42.0,1,420,215.0,1,2150,62.5,1,625,321.0,1,3210,424.0,1,4240.0,64.3,1,643,1,485.038,500.983,521.253,15.097,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,109.14,109.16,89.49,65.87,68.88,69.1,66.52,48.25,46.28,Sat4→Sat5→Sat6,257.0,Sat4→Sat5→Sat3→Sat6,428.1
4,18,18.0,2026-03-15T20:08:50.811502Z,8,18,0,2164.5,15.0,324.0,249.191032,28.41,1,10.0,77.5,248.207306,50.28,4,10.0,110.854871,77.5,50.28,3,5.0,130.0,249.013472,91.38,3,5.0,151.374287,130.0,91.38,4,5.0,194.0,160.072023,91.38,3,70.4,1,704,109.0,1,1090,108.0,1,1080.0,62.4,1,624,46.0,1,460,42.0,1,420,68.6,1,686,310.0,1,3100,88.7,1,887.0,310.0,1,3100,1,182.143,270.634,320.306,62.729,0.0,6,10.0.4.2|10.4.2.2|10.6.3.2|10.5.6.2|10.0.6.1,109.15,108.9,89.2,65.15,66.49,65.42,69.04,45.38,49.07,Sat4→Sat5→Sat6,88.0,Sat4→Sat5→Sat6,88.0
4,19,19.0,2026-03-15T20:08:57.939989Z,7,18,0,1906.3,15.0,324.0,220.781302,28.41,0,10.0,77.5,298.491364,50.28,3,10.0,77.5,263.429187,50.28,3,5.0,194.0,175.605629,91.38,3,5.0,200.006612,258.0,91.38,4,5.0,132.691125,130.0,91.38,3,71.1,1,711,109.0,1,1090,108.0,1,1080.0,69.3,1,693,43.0,1,430,42.9,1,429,71.4,1,714,69.7,1,697,472.0,1,4720.0,69.7,1,697,1,260.837,275.906,287.141,11.075,0.0,7,10.0.4.2|10.4.5.2|10.6.3.1|10.0.6.1,109.11,109.21,91.48,66.77,68.95,65.38,65.53,46.35,43.83,Sat4→Sat5→Sat6,85.9,Sat4→Sat5→Sat6,85.9
4,20,20.0,2026-03-15T20:09:04.989546Z,7,18,0,2629.8,15.0,324.0,192.371573,28.41,0,10.0,77.5,324.0,50.28,3,10.0,77.5,313.713245,50.28,3,5.0,148.224731,130.0,91.38,3,5.0,194.0,160.61249,91.38,4,5.0,218.689774,258.0,91.38,2,362.0,1,3620,109.0,1,1090,108.0,1,1080.0,72.0,1,720,41.9,1,419,42.6,1,426,72.4,1,724,360.0,1,3600,485.0,1,4850.0,71.9,1,719,1,177.357,178.273,179.801,1.087,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.6,109.38,89.47,67.25,68.95,69.52,68.88,49.07,47.94,Sat4→Sat5→Sat6,84.5,Sat4→Sat5→Sat6,84.5
4,21,21.0,2026-03-15T20:09:10.124451Z,7,18,0,1840.0,15.0,324.0,163.961843,28.41,0,10.0,77.5,324.0,50.28,3,10.0,77.5,324.0,50.28,3,5.0,203.156168,258.0,91.38,3,5.0,133.231591,130.0,91.38,4,5.0,194.0,141.929328,91.38,3,72.6,1,726,109.0,1,1090,108.0,1,1080.0,72.6,1,726,42.7,1,427,42.6,1,426,72.3,1,723,362.0,1,3620,97.4,1,974.0,72.3,1,723,1,270.864,281.054,289.98,7.855,0.0,4,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,108.99,109.21,89.5,68.11,68.11,67.14,69.49,44.75,49.03,Sat4→Sat5→Sat6,85.3,Sat4→Sat5→Sat6,85.3
4,22,22.0,2026-03-15T20:09:15.484157Z,7,18,0,2326.1,15.0,324.0,135.552114,28.41,1,10.0,280.343538,324.0,50.28,3,10.0,77.5,324.0,50.28,2,5.0,194.0,157.462934,91.38,3,5.0,218.149308,258.0,91.38,4,5.0,130.0,209.451571,91.38,3,314.0,1,3140,110.0,1,1100,108.0,1,1080.0,72.9,1,729,42.7,1,427,44.4,1,444,63.0,1,630,362.0,1,3620,97.4,1,974.0,72.5,1,725,1,183.809,183.916,184.026,0.088,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.68,108.79,89.48,69.77,67.85,67.76,68.34,47.97,44.58,Sat4→Sat5→Sat6,87.1,Sat4→Sat5→Sat6,87.1
4,23,23.0,2026-03-15T20:09:20.622574Z,7,18,0,2391.2,15.0,324.0,107.142384,28.41,2,10.0,324.0,324.0,50.28,2,10.0,295.565418,324.0,50.28,4,5.0,130.082035,130.0,91.38,2,5.0,194.0,142.469794,91.38,3,5.0,236.832469,258.0,91.38,2,314.0,1,3140,554.0,1,5540,111.0,1,1110.0,61.8,1,618,42.6,1,426,42.8,1,428,63.0,1,630,62.9,1,629,81.4,1,814.0,62.9,1,629,1,340.627,353.191,361.149,8.988,0.0,4,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.69,108.69,91.6,70.67,68.84,70.33,66.63,49.14,48.36,Sat4→Sat5→Sat6,85.4,Sat4→Sat5→Sat6,85.4
4,24,24.0,2026-03-15T20:09:26.130181Z,6,18,0,1532.8,15.0,324.0,78.732655,28.41,2,10.0,324.0,324.0,50.28,3,10.0,324.0,324.0,50.28,2,5.0,221.298863,258.0,91.38,3,5.0,130.0,208.911105,91.38,2,5.0,187.786632,130.0,91.38,2,61.8,1,618,112.0,1,1120,112.0,1,1120.0,61.8,1,618,44.4,1,444,44.9,1,449,63.0,1,630,62.9,1,629,80.0,1,800.0,62.9,1,629,1,183.097,186.835,189.403,2.704,0.0,6,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.46,107.54,89.34,70.73,69.86,70.66,69.47,44.65,48.37,Sat4→Sat5→Sat6,89.3,Sat4→Sat5→Sat6,89.3
4,25,25.0,2026-03-15T20:09:33.113495Z,8,18,0,1915.7,15.0,324.0,50.322925,28.41,1,10.0,246.5,230.804288,50.28,4,10.0,324.0,324.0,50.28,3,5.0,194.0,139.320238,91.38,3,5.0,236.292003,258.0,91.38,4,5.0,130.0,227.594266,91.38,3,62.8,1,628,568.0,1,5680,112.0,1,1120.0,64.9,1,649,42.9,1,429,45.0,1,450,61.3,1,613,61.1,1,611,80.8,1,808.0,61.1,1,611,1,344.584,355.417,361.805,7.701,0.0,8,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,107.79,107.72,89.62,67.26,69.56,69.75,70.04,48.61,44.54,Sat4→Sat5→Sat6,87.9,Sat4→Sat5→Sat6,87.9
4,26,26.0,2026-03-15T20:09:40.273867Z,9,18,0,2533.4,15.0,324.0,21.913196,28.41,2,10.0,246.5,180.52023,50.28,4,10.0,246.5,215.582408,50.28,4,5.0,130.0,212.06066,91.38,3,5.0,188.327098,130.0,91.38,4,5.0,254.975165,258.0,91.38,2,65.3,1,653,577.0,1,5770,115.0,1,1150.0,61.6,1,616,45.0,1,450,215.0,1,2150,64.4,1,644,316.0,1,3160,83.6,1,836.0,63.3,1,633,1,1772.938,2803.714,3832.677,840.885,0.0,5,10.0.4.2|10.4.2.2|10.5.3.2|10.5.6.2|10.0.6.1,109.84,108.31,90.67,68.54,70.24,67.36,69.41,48.41,49.46,Sat4→Sat5→Sat6,260.0,Sat4→Sat5→Sat3→Sat6,422.6
4,27,27.0,2026-03-15T20:09:47.247762Z,9,18,0,2501.9,15.0,317.503466,0.0,28.41,2,10.0,246.5,130.236173,50.28,4,10.0,246.5,165.29835,50.28,4,5.0,239.441559,258.0,91.38,3,5.0,130.0,227.0538,91.38,4,5.0,169.643937,130.0,91.38,3,65.9,1,659,117.0,1,1170,116.0,1,1160.0,323.0,1,3230,225.0,1,2250,226.0,1,2260,338.0,1,3380,66.3,1,663,87.1,1,871.0,66.3,1,663,1,2531.478,3064.763,3598.048,533.285,33.3333,6,10.0.4.2|10.2.3.1|10.5.3.2|10.4.5.2|10.5.6.2|10.0.6.1,109.98,109.69,89.3,69.32,69.05,68.75,70.86,45.12,49.61,Sat4→Sat5→Sat6,451.0,Sat4→Sat2→Sat3→Sat5→Sat6,445.3
4,28,28.0,2026-03-15T20:09:55.211367Z,9,18,0,2271.9,15.0,289.093737,0.0,28.41,2,10.0,246.5,79.952115,50.28,4,10.0,246.5,115.014292,50.28,4,5.0,185.177542,130.0,91.38,3,5.0,254.434699,258.0,91.38,4,5.0,130.0,245.736962,91.38,2,68.8,1,688,117.0,1,1170,116.0,1,1160.0,68.8,1,688,42.8,1,428,45.8,1,458,68.3,1,683,333.0,1,3330,453.0,1,4530.0,66.6,1,666,1,180.679,184.977,188.037,3.128,0.0,5,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,110.19,110.15,88.93,68.44,68.44,68.37,69.24,49.54,46.25,Sat4→Sat5→Sat6,88.6,Sat4→Sat5→Sat6,88.6
4,29,29.0,2026-03-15T20:10:02.196592Z,9,18,0,2783.5,15.0,260.684008,0.0,28.41,2,10.0,198.668057,77.5,50.28,4,10.0,233.730234,77.5,50.28,4,5.0,130.0,230.203356,91.38,3,5.0,170.184403,130.0,91.38,4,5.0,194.0,178.88214,91.38,3,67.9,1,679,114.0,1,1140,115.0,1,1150.0,67.8,1,678,227.0,1,2270,42.1,1,421,332.0,1,3320,340.0,1,3400,89.9,1,899.0,68.1,1,681,1,487.417,493.872,497.665,4.587,0.0,5,10.0.4.2|10.2.3.1|10.5.3.2|10.5.6.2|10.0.6.1,109.93,109.78,89.05,67.74,68.09,68.47,68.18,49.65,50.3,Sat4→Sat5→Sat6,269.1,Sat4→Sat2→Sat3→Sat6,225.6
4,30,30.0,2026-03-15T20:10:08.013784Z,9,18,0,2683.6,15.0,232.274278,0.0,28.41,2,10.0,148.383999,77.5,50.28,4,10.0,183.446176,77.5,50.28,4,5.0,257.584255,258.0,91.38,3,5.0,130.0,245.196496,91.38,4,5.0,151.501241,130.0,91.38,3,63.5,1,635,112.0,1,1120,113.0,1,1130.0,65.4,1,654,229.0,1,2290,45.9,1,459,334.0,1,3340,67.8,1,678,86.4,1,864.0,67.8,1,678,1,313.025,315.827,320.826,3.543,0.0,5,10.0.4.2|10.4.2.2|10.5.3.2|10.5.6.2|10.0.6.1,109.93,109.91,90.51,68.98,65.34,67.14,65.49,46.24,46.88,Sat4→Sat5→Sat6,274.9,Sat4→Sat2→Sat3→Sat6,215.3
4,31,31.0,2026-03-15T20:10:13.447127Z,9,18,0,2975.4,15.0,203.864549,0.0,28.41,2,10.0,98.099941,77.5,50.28,4,10.0,133.162118,77.5,50.28,4,5.0,167.034847,130.0,91.38,3,5.0,194.0,179.422606,91.38,4,5.0,199.879658,258.0,91.38,2,62.1,1,621,551.0,1,5510,111.0,1,1110.0,320.0,1,3200,42.0,1,420,215.0,1,2150,61.3,1,613,62.9,1,629,83.0,1,830.0,314.0,1,3140,1,479.573,506.975,552.174,32.199,0.0,7,10.0.4.2|10.4.5.2|10.3.1.1|10.5.6.2|10.0.6.1,110.08,109.93,89.2,69.61,68.93,69.05,65.47,50.43,46.21,Sat4→Sat5→Sat6,257.0,Sat4→Sat5→Sat6,257.0
4,32,32.0,2026-03-15T20:10:20.717975Z,8,18,0,2361.9,15.0,175.454819,0.0,28.41,1,10.0,77.5,276.184117,50.28,3,10.0,82.87806,77.5,50.28,4,5.0,130.0,248.346052,91.38,3,5.0,152.041707,130.0,91.38,4,5.0,194.0,160.739444,91.38,3,71.6,1,716,551.0,1,5510,109.0,1,1090.0,61.7,1,617,46.0,1,460,42.0,1,420,70.0,1,700,61.1,1,611,89.9,1,899.0,61.1,1,611,1,438.51,441.594,446.155,3.291,0.0,7,10.0.4.2|10.5.2.1|10.5.6.2|10.0.6.1,110.3,109.93,89.2,64.74,67.37,66.2,69.11,46.78,49.11,Sat4→Sat5→Sat6,88.0,Sat4→Sat5→Sat6,88.0
4,33,33.0,2026-03-15T20:10:27.971958Z,7,18,0,2279.1,15.0,147.04509,0.0,28.41,0,10.0,77.5,324.0,50.28,3,10.0,77.5,291.405998,50.28,3,5.0,194.0,176.27305,91.38,3,5.0,199.339191,258.0,91.38,4,5.0,133.358545,130.0,91.38,3,72.4,1,724,551.0,1,5510,109.0,1,1090.0,70.7,1,707,43.1,1,431,215.0,1,2150,72.7,1,727,71.1,1,711,96.3,1,963.0,71.1,1,711,1,273.438,278.153,282.484,3.703,0.0,6,10.0.4.2|10.4.5.2|10.5.3.2|10.5.6.2|10.0.6.1,108.86,109.9,91.32,67.92,68.4,65.33,65.83,46.34,43.83,Sat4→Sat5→Sat6,258.1,Sat4→Sat5→Sat3→Sat6,184.9
4,34,34.0,2026-03-15T20:10:35.028438Z,7,18,0,2891.0,15.0,118.63536,0.0,28.41,0,10.0,77.5,324.0,50.28,3,10.0,77.5,324.0,50.28,3,5.0,148.892151,130.0,91.38,3,5.0,194.0,161.27991,91.38,4,5.0,218.022353,258.0,91.38,2,362.0,1,3620,551.0,1,5510,109.0,1,1090.0,72.5,1,725,41.9,1,419,42.6,1,426,72.4,1,724,72.4,1,724,487.0,1,4870.0,72.4,1,724,1,167.339,177.686,183.824,7.358,0.0,7,10.0.4.2|10.4.5.2|10.5.6.2|10.0.6.1,108.58,108.71,89.58,67.37,69.38,69.22,69.25,49.11,47.94,Sat4→Sat5→Sat6,84.5,Sat4→Sat5→Sat6,84.5
4,35,35.0,2026-03-15T20:10:41.966334Z,6,18,0,2311.4,15.0,90.225631,0.0,28.41,0,10.0,258.036291,324.0,50.28,2,10.0,77.5,324.0,50.28,3,5.0,202.488747,258.0,91.38,3,5.0,133.899012,130.0,91.38,3,5.0,194.0,142.596748,91.38,3,64.3,1,643,551.0,1,5510,109.0,1,1090.0,72.6,1,726,214.0,1,2140,213.0,1,2130,72.4,1,724,72.3,1,723,92.8,1,928.0,72.3,1,723,1,617.4,628.922,637.334,8.429,0.0,5,10.0.4.2|10.4.5.2|10.5.3.2|10.5.6.2|10.0.6.1,108.87,108.49,89.48,67.88,68.29,68.18,70.14,44.48,48.86,Sat4→Sat5→Sat6,427.0,Sat4→Sat2→Sat3→Sat6,229.7
